ID,AGE,JOB,MARITAL,EDUCATION,
37844,33,blue-collar,married,primary,
37845,29,blue-collar,single,secondary,
37846,49,services,married,primary,
37847,42,technician,single,secondary,
37848,34,entrepreneur,married,tertiary,
37849,39,technician,divorced,secondary,
37850,36,technician,married,secondary,
37851,32,technician,married,secondary,
37852,37,management,divorced,tertiary,
37853,33,blue-collar,married,primary,
37854,47,self-employed,married,tertiary,
37855,32,technician,married,secondary,
37856,38,management,married,tertiary,
37857,35,blue-collar,divorced,primary,
37858,23,student,single,secondary,
37859,37,management,single,tertiary,
37860,31,blue-collar,single,secondary,
37861,35,management,married,tertiary,
37862,29,admin.,single,secondary,
37863,37,management,married,tertiary,
37864,34,admin.,married,secondary,
37865,37,services,married,primary,
37866,28,blue-collar,single,secondary,
37867,32,blue-collar,married,secondary,
37868,31,technician,single,secondary,
37869,60,management,married,tertiary,
37870,38,technician,married,tertiary,
37871,36,services,married,tertiary,
37872,54,admin.,married,secondary,
37873,35,management,single,tertiary,
37874,35,blue-collar,married,primary,
37875,37,admin.,married,tertiary,
37876,36,technician,single,secondary,
37877,27,student,single,secondary,
37878,35,entrepreneur,married,tertiary,
37879,33,management,married,tertiary,
37880,33,management,single,tertiary,
37881,30,blue-collar,married,secondary,
37882,38,blue-collar,married,secondary,
37883,52,management,single,tertiary,
37884,41,management,married,tertiary,
37885,40,blue-collar,married,primary,
37886,58,self-employed,married,unknown,
37887,33,admin.,married,secondary,
37888,26,admin.,single,secondary,
37889,37,blue-collar,married,secondary,
37890,54,management,divorced,tertiary,
37891,34,services,divorced,secondary,
37892,32,admin.,divorced,tertiary,
37893,33,management,married,secondary,
37894,52,management,divorced,tertiary,
37895,29,blue-collar,married,unknown,
37896,37,technician,married,secondary,
37897,44,technician,married,unknown,
37898,25,blue-collar,single,secondary,
37899,30,services,single,secondary,
37900,55,admin.,married,secondary,
37901,32,blue-collar,married,secondary,
37902,30,admin.,single,secondary,
37903,28,blue-collar,married,tertiary,
37904,34,admin.,single,primary,
37905,26,unemployed,married,secondary,
37906,37,technician,married,secondary,
37907,35,blue-collar,single,secondary,
37908,30,blue-collar,married,primary,
37909,32,blue-collar,married,primary,
37910,41,blue-collar,married,primary,
37911,46,blue-collar,married,primary,
37912,40,management,married,tertiary,
37913,34,technician,single,secondary,
37914,35,management,married,tertiary,
37915,48,entrepreneur,divorced,secondary,
37916,31,management,single,tertiary,
37917,38,self-employed,married,tertiary,
37918,40,services,single,secondary,
37919,34,services,single,secondary,
37920,36,blue-collar,married,secondary,
37921,26,blue-collar,married,secondary,
37922,32,admin.,married,secondary,
37923,51,management,divorced,tertiary,
37924,41,blue-collar,married,secondary,
37925,31,blue-collar,single,secondary,
37926,31,services,married,secondary,
37927,36,services,married,secondary,
37928,38,management,single,tertiary,
37929,25,services,single,secondary,
37930,26,student,single,secondary,
37931,44,admin.,divorced,secondary,
37932,41,technician,married,secondary,
37933,31,blue-collar,married,secondary,
37934,46,blue-collar,married,secondary,
37935,39,unemployed,married,primary,
37936,29,blue-collar,married,secondary,
37937,38,technician,single,secondary,
37938,20,student,single,secondary,
37939,37,blue-collar,single,secondary,
37940,43,entrepreneur,married,secondary,
37941,53,blue-collar,married,secondary,
37942,34,management,single,tertiary,
37943,43,blue-collar,married,primary,
37944,36,blue-collar,married,secondary,
37945,34,technician,married,secondary,
37946,36,management,married,tertiary,
37947,35,technician,married,secondary,
37948,60,management,married,tertiary,
37949,40,management,married,tertiary,
37950,35,blue-collar,married,primary,
37951,36,blue-collar,married,unknown,
37952,30,blue-collar,married,secondary,
37953,34,technician,single,secondary,
37954,29,management,married,tertiary,
37955,39,technician,married,secondary,
37956,35,management,married,tertiary,
37957,35,technician,single,tertiary,
37958,46,technician,single,secondary,
37959,57,management,married,primary,
37960,31,management,married,tertiary,
37961,31,self-employed,single,secondary,
37962,22,blue-collar,married,secondary,
37963,45,management,married,tertiary,
37964,25,student,single,secondary,
37965,38,management,single,tertiary,
37966,37,blue-collar,married,secondary,
37967,42,blue-collar,married,primary,
37968,37,admin.,single,secondary,
37969,30,admin.,single,secondary,
37970,39,self-employed,married,secondary,
37971,48,blue-collar,married,primary,
37972,48,management,married,secondary,
37973,56,entrepreneur,divorced,tertiary,
37974,48,technician,married,secondary,
37975,32,blue-collar,single,secondary,
37976,34,blue-collar,married,secondary,
37977,36,blue-collar,married,secondary,
37978,34,blue-collar,married,secondary,
37979,26,student,single,secondary,
37980,50,management,married,tertiary,
37981,26,student,single,secondary,
37982,58,entrepreneur,divorced,secondary,
37983,26,services,single,secondary,
37984,29,services,divorced,secondary,
37985,26,management,single,tertiary,
37986,54,blue-collar,married,primary,
37987,54,management,married,primary,
37988,35,technician,divorced,secondary,
37989,34,unemployed,married,secondary,
37990,37,management,married,tertiary,
37991,25,services,married,secondary,
37992,31,self-employed,single,tertiary,
37993,34,management,single,tertiary,
37994,30,services,married,secondary,
37995,35,blue-collar,married,secondary,
37996,53,blue-collar,married,primary,
37997,30,management,married,secondary,
37998,26,blue-collar,single,secondary,
37999,52,admin.,married,primary,
38000,33,admin.,single,tertiary,
38001,31,blue-collar,married,secondary,
38002,28,admin.,married,secondary,
38003,32,management,married,tertiary,
38004,32,technician,married,secondary,
38005,50,admin.,single,secondary,
38006,31,management,single,tertiary,
38007,36,blue-collar,married,secondary,
38008,29,admin.,divorced,secondary,
38009,31,blue-collar,married,secondary,
38010,41,blue-collar,married,primary,
38011,24,services,single,secondary,
38012,28,blue-collar,single,secondary,
38013,34,management,single,tertiary,
38014,24,blue-collar,married,primary,
38015,33,technician,divorced,secondary,
38016,32,management,single,tertiary,
38017,38,blue-collar,divorced,secondary,
38018,56,admin.,single,secondary,
38019,39,management,single,tertiary,
38020,38,services,married,secondary,
38021,31,management,single,tertiary,
38022,37,self-employed,single,tertiary,
38023,29,admin.,single,secondary,
38024,51,management,married,secondary,
38025,33,management,married,tertiary,
38026,37,services,married,secondary,
38027,27,blue-collar,married,secondary,
38028,33,admin.,married,secondary,
38029,29,admin.,single,tertiary,
38030,25,entrepreneur,single,tertiary,
38031,35,technician,married,secondary,
38032,47,services,married,secondary,
38033,30,admin.,married,tertiary,
38034,30,blue-collar,divorced,secondary,
38035,53,self-employed,married,tertiary,
38036,31,services,divorced,primary,
38037,30,technician,married,secondary,
38038,34,blue-collar,divorced,secondary,
38039,56,blue-collar,married,secondary,
38040,35,blue-collar,married,secondary,
38041,35,technician,divorced,secondary,
38042,43,admin.,married,secondary,
38043,34,management,married,tertiary,
38044,40,blue-collar,single,secondary,
38045,34,management,single,tertiary,
38046,40,services,divorced,primary,
38047,43,admin.,married,secondary,
38048,27,services,married,secondary,
38049,54,management,divorced,secondary,
38050,33,services,single,secondary,
38051,32,technician,single,tertiary,
38052,32,technician,single,tertiary,
38053,33,blue-collar,single,secondary,
38054,26,unknown,divorced,secondary,
38055,36,management,single,tertiary,
38056,34,technician,single,secondary,
38057,32,services,married,secondary,
38058,37,management,divorced,tertiary,
38059,30,admin.,single,secondary,
38060,32,blue-collar,single,secondary,
38061,50,entrepreneur,married,secondary,
38062,26,management,single,tertiary,
38063,36,management,married,secondary,
38064,30,blue-collar,single,secondary,
38065,39,blue-collar,married,secondary,
38066,42,blue-collar,married,primary,
38067,34,management,divorced,tertiary,
38068,38,technician,single,tertiary,
38069,27,technician,single,secondary,
38070,44,blue-collar,married,primary,
38071,38,admin.,divorced,secondary,
38072,32,technician,single,secondary,
38073,37,management,married,tertiary,
38074,38,blue-collar,single,secondary,
38075,33,self-employed,single,tertiary,
38076,32,technician,single,secondary,
38077,40,entrepreneur,married,tertiary,
38078,45,management,married,tertiary,
38079,28,blue-collar,married,secondary,
38080,35,blue-collar,single,primary,
38081,34,services,single,secondary,
38082,24,blue-collar,single,secondary,
38083,28,services,single,secondary,
38084,35,blue-collar,single,secondary,
38085,36,entrepreneur,married,tertiary,
38086,41,management,married,primary,
38087,41,services,single,primary,
38088,36,admin.,single,secondary,
38089,36,management,single,tertiary,
38090,31,self-employed,married,tertiary,
38091,40,admin.,single,secondary,
38092,31,blue-collar,single,unknown,
38093,45,entrepreneur,married,tertiary,
38094,58,retired,married,secondary,
38095,33,admin.,single,tertiary,
38096,39,management,married,tertiary,
38097,33,blue-collar,married,primary,
38098,30,admin.,married,secondary,
38099,47,management,single,tertiary,
38100,42,management,married,tertiary,
38101,48,admin.,married,secondary,
38102,39,blue-collar,married,secondary,
38103,41,technician,single,secondary,
38104,36,management,single,tertiary,
38105,35,management,single,tertiary,
38106,35,services,single,secondary,
38107,27,technician,single,secondary,
38108,39,management,single,tertiary,
38109,44,blue-collar,divorced,primary,
38110,38,entrepreneur,married,primary,
38111,32,blue-collar,married,secondary,
38112,34,technician,married,secondary,
38113,32,blue-collar,married,primary,
38114,30,services,single,secondary,
38115,33,entrepreneur,married,tertiary,
38116,33,services,single,secondary,
38117,26,blue-collar,single,secondary,
38118,31,blue-collar,single,secondary,
38119,39,entrepreneur,divorced,secondary,
38120,55,blue-collar,divorced,secondary,
38121,21,technician,single,secondary,
38122,37,management,married,tertiary,
38123,23,technician,single,secondary,
38124,24,admin.,married,secondary,
38125,41,blue-collar,married,primary,
38126,58,retired,married,tertiary,
38127,32,blue-collar,married,primary,
38128,58,management,married,primary,
38129,25,blue-collar,single,secondary,
38130,36,entrepreneur,married,tertiary,
38131,25,services,single,secondary,
38132,46,management,married,secondary,
38133,47,services,married,unknown,
38134,45,technician,single,secondary,
38135,32,services,single,tertiary,
38136,31,technician,single,secondary,
38137,25,student,single,secondary,
38138,54,technician,married,secondary,
38139,39,technician,single,secondary,
38140,44,technician,married,secondary,
38141,31,blue-collar,single,secondary,
38142,59,admin.,single,secondary,
38143,53,blue-collar,married,secondary,
