ID,DEFAULT,BALANCE,HOUSING,LOAN,
39867,no,2000,yes,no,
39868,no,516,yes,no,
39869,no,602,yes,no,
39870,no,115,no,no,
39871,no,421,yes,no,
39872,no,7208,yes,no,
39873,no,481,yes,no,
39874,no,0,yes,no,
39875,no,864,yes,no,
39876,no,286,yes,no,
39877,no,41,yes,no,
39878,no,431,yes,no,
39879,no,324,yes,no,
39880,no,61,yes,no,
39881,no,312,yes,yes,
39882,no,1545,yes,yes,
39883,no,0,yes,no,
39884,no,397,yes,no,
39885,no,8637,yes,no,
39886,yes,-581,yes,no,
39887,no,321,yes,no,
39888,no,413,yes,no,
39889,no,259,no,no,
39890,no,725,yes,no,
39891,no,478,yes,no,
39892,no,393,yes,yes,
39893,no,719,yes,no,
39894,no,139,yes,yes,
39895,no,0,yes,no,
39896,no,53,yes,no,
39897,no,-580,yes,yes,
39898,no,61,yes,no,
39899,yes,-2,yes,yes,
39900,no,912,yes,no,
39901,no,276,yes,yes,
39902,no,2809,yes,no,
39903,no,2151,yes,no,
39904,no,25,yes,no,
39905,no,-276,yes,no,
39906,no,1301,yes,no,
39907,no,-87,yes,no,
39908,no,248,yes,no,
39909,no,40,yes,no,
39910,no,100,yes,yes,
39911,no,14,yes,yes,
39912,no,56,yes,no,
39913,no,1419,yes,no,
39914,no,458,yes,no,
39915,no,1905,yes,no,
39916,no,4227,yes,no,
39917,no,521,yes,no,
39918,no,664,yes,no,
39919,no,625,no,no,
39920,no,1394,yes,no,
39921,no,1195,yes,no,
39922,no,925,yes,no,
39923,no,970,yes,no,
39924,no,354,yes,no,
39925,no,807,yes,yes,
39926,no,1810,yes,no,
39927,no,15030,yes,no,
39928,no,3632,yes,yes,
39929,no,2785,yes,no,
39930,no,-111,yes,no,
39931,no,1401,no,no,
39932,no,55,yes,no,
39933,no,1536,yes,no,
39934,no,61,yes,no,
39935,no,0,yes,no,
39936,no,6004,yes,no,
39937,no,447,yes,no,
39938,no,1831,yes,no,
39939,no,0,yes,no,
39940,no,2171,yes,yes,
39941,no,233,yes,no,
39942,no,1852,yes,no,
39943,no,462,yes,no,
39944,no,655,no,no,
39945,no,564,yes,no,
39946,no,669,yes,no,
39947,no,131,yes,no,
39948,no,99,yes,no,
39949,no,800,yes,no,
39950,no,-636,yes,no,
39951,no,157,yes,no,
39952,no,6737,yes,no,
39953,no,221,yes,no,
39954,no,1,yes,no,
39955,no,219,yes,no,
39956,no,36,no,yes,
39957,no,1615,yes,no,
39958,no,975,yes,no,
39959,no,1089,yes,no,
39960,no,2157,yes,no,
39961,no,0,yes,no,
39962,no,0,yes,no,
39963,no,378,yes,yes,
39964,no,2108,yes,no,
39965,no,39,yes,no,
39966,no,3715,yes,no,
39967,no,50,yes,no,
39968,no,0,yes,no,
39969,no,451,yes,no,
39970,no,2565,yes,no,
39971,no,-684,yes,no,
39972,no,865,yes,no,
39973,no,340,yes,no,
39974,no,308,yes,no,
39975,no,323,yes,no,
39976,no,437,yes,no,
39977,no,456,no,no,
39978,no,828,no,no,
39979,no,58,yes,no,
39980,no,493,yes,no,
39981,no,2137,no,no,
39982,no,953,yes,no,
39983,no,119,yes,no,
39984,no,1503,yes,yes,
39985,no,1,yes,no,
39986,no,-139,no,no,
39987,no,497,no,no,
39988,no,3201,yes,no,
39989,no,7,yes,no,
39990,no,2,yes,yes,
39991,no,233,yes,no,
39992,no,2749,no,no,
39993,no,780,yes,no,
39994,no,496,yes,no,
39995,no,350,yes,no,
39996,no,2764,yes,no,
39997,no,78,yes,no,
39998,no,0,yes,yes,
39999,no,7180,yes,no,
40000,no,468,yes,no,
40001,no,246,yes,no,
40002,no,584,yes,no,
40003,no,3419,yes,no,
40004,no,88,no,no,
40005,no,207,yes,no,
40006,no,0,yes,no,
40007,no,681,no,yes,
40008,no,1080,yes,yes,
40009,no,7317,yes,no,
40010,no,2131,yes,no,
40011,no,172,yes,no,
40012,no,-1601,no,yes,
40013,no,-375,yes,no,
40014,no,141,yes,no,
40015,no,268,yes,no,
40016,no,18,no,no,
40017,no,247,yes,yes,
40018,no,260,yes,no,
40019,no,34,yes,no,
40020,no,1064,yes,no,
40021,no,328,yes,no,
40022,no,33,no,yes,
40023,no,190,yes,no,
40024,no,413,yes,no,
40025,no,759,yes,no,
40026,no,297,yes,no,
40027,no,596,yes,no,
40028,no,864,yes,no,
40029,no,0,yes,no,
40030,no,1969,yes,yes,
40031,no,35,yes,no,
40032,no,584,yes,no,
40033,no,382,yes,no,
40034,no,215,yes,no,
40035,no,1779,yes,no,
40036,no,577,no,no,
40037,no,3409,yes,no,
40038,no,8,yes,no,
40039,no,42,yes,no,
40040,no,121,yes,no,
40041,no,1129,yes,no,
40042,no,418,yes,yes,
40043,no,54,yes,no,
40044,no,0,yes,no,
40045,no,1023,yes,no,
40046,no,2523,yes,no,
40047,no,4937,yes,no,
40048,no,1993,yes,yes,
40049,no,387,yes,no,
40050,no,396,yes,no,
40051,no,289,yes,no,
40052,no,-231,yes,no,
40053,no,145,yes,yes,
40054,no,309,yes,no,
40055,no,2278,yes,yes,
40056,no,0,no,no,
40057,no,186,yes,no,
40058,no,-119,yes,no,
40059,no,1311,yes,no,
40060,no,455,yes,no,
40061,no,1314,yes,no,
40062,no,623,yes,no,
40063,no,107,yes,yes,
40064,no,282,yes,yes,
40065,no,322,yes,no,
40066,no,1852,no,no,
40067,no,-119,yes,no,
40068,no,3,yes,no,
40069,no,25,yes,no,
40070,no,2813,yes,no,
40071,no,2610,yes,no,
40072,no,2077,yes,no,
40073,no,-85,yes,no,
40074,no,171,yes,no,
40075,no,146,yes,yes,
40076,no,-427,yes,no,
40077,no,1411,yes,no,
40078,no,142,yes,no,
40079,no,323,yes,yes,
40080,no,387,yes,yes,
40081,no,1954,yes,yes,
40082,no,8892,yes,no,
40083,no,76,yes,no,
40084,no,-49,yes,no,
40085,no,178,yes,no,
40086,no,398,yes,no,
40087,no,52,yes,no,
40088,no,1137,no,no,
40089,no,216,yes,no,
40090,no,3185,yes,no,
40091,yes,65,yes,yes,
40092,no,-287,yes,no,
40093,no,4253,yes,no,
40094,no,557,yes,no,
40095,no,2019,yes,no,
40096,no,83,yes,no,
40097,no,28,yes,no,
40098,no,411,yes,no,
40099,no,69,yes,no,
40100,no,1339,yes,no,
40101,no,1117,yes,no,
40102,no,55,yes,no,
40103,no,747,yes,yes,
40104,no,192,yes,no,
40105,no,292,yes,yes,
40106,no,1127,yes,no,
40107,no,143,yes,yes,
40108,no,879,yes,no,
40109,no,771,no,no,
40110,no,1004,yes,no,
40111,no,3173,yes,no,
40112,no,-639,yes,yes,
40113,no,450,yes,no,
40114,no,-56,yes,no,
40115,no,2116,yes,no,
40116,no,481,yes,no,
40117,yes,-1157,yes,no,
40118,no,416,yes,no,
40119,no,1052,yes,no,
40120,no,3344,yes,no,
40121,no,-378,yes,yes,
40122,no,0,yes,no,
40123,no,7063,yes,no,
40124,no,-35,yes,no,
40125,no,112,yes,no,
40126,yes,-946,yes,no,
40127,no,1026,yes,no,
40128,no,0,yes,no,
40129,no,341,yes,no,
40130,no,1798,yes,no,
40131,no,1360,yes,no,
40132,no,158,yes,no,
40133,no,338,yes,no,
40134,no,267,no,no,
40135,no,162,yes,no,
40136,no,0,yes,no,
40137,no,42,yes,no,
40138,no,37,yes,no,
40139,no,499,yes,no,
40140,no,396,yes,no,
40141,no,481,yes,no,
40142,no,-69,yes,no,
40143,no,70,yes,no,
40144,no,1670,no,no,
40145,no,3050,yes,no,
40146,no,276,yes,no,
40147,no,1040,yes,no,
40148,no,951,yes,no,
40149,no,969,yes,no,
40150,no,-64,yes,no,
40151,no,229,yes,yes,
40152,no,210,yes,no,
40153,no,-169,no,yes,
40154,no,593,yes,no,
40155,no,484,yes,no,
40156,no,0,yes,no,
40157,no,5918,yes,no,
40158,no,-91,yes,no,
40159,no,623,yes,no,
40160,no,0,yes,no,
40161,no,23,yes,yes,
40162,no,26,yes,no,
40163,no,513,yes,no,
40164,no,306,yes,no,
40165,no,0,yes,yes,
40166,no,-276,yes,yes,
40167,no,1804,yes,no,
40168,no,0,yes,no,
40169,no,117,yes,no,
40170,no,1959,yes,no,
40171,no,1,yes,no,
40172,no,863,yes,no,
40173,no,506,yes,no,
40174,no,198,yes,no,
40175,no,546,yes,no,
40176,no,236,yes,no,
40177,no,282,yes,no,
40178,no,0,yes,no,
40179,no,864,yes,yes,
40180,no,1078,yes,no,
40181,no,679,yes,yes,
40182,no,-228,yes,yes,
40183,no,79,yes,yes,
40184,no,882,yes,no,
40185,no,228,yes,no,
40186,no,702,yes,no,
40187,no,1331,yes,no,
40188,no,147,yes,no,
40189,no,186,yes,no,
40190,no,180,yes,no,
40191,no,-13,yes,no,
40192,no,2576,yes,no,
40193,no,1396,yes,no,
40194,no,780,yes,no,
40195,no,670,no,yes,
40196,no,1546,yes,no,
40197,no,4741,yes,no,
40198,no,365,yes,no,
40199,no,185,yes,no,
40200,no,208,no,no,
40201,no,-19,yes,no,
40202,no,0,yes,yes,
40203,no,328,yes,no,
40204,no,0,yes,no,
40205,no,649,yes,no,
40206,no,292,yes,no,
40207,no,2253,yes,no,
40208,no,153,yes,no,
40209,no,295,yes,yes,
40210,no,3371,yes,yes,
40211,no,47,yes,yes,
40212,no,181,yes,no,
40213,no,2965,yes,no,
40214,no,1691,yes,no,
40215,no,467,yes,no,
40216,no,388,yes,no,
40217,no,635,yes,no,
40218,no,5828,yes,no,
40219,no,283,yes,no,
40220,no,223,yes,yes,
40221,no,125,yes,no,
40222,no,1481,yes,no,
40223,no,1371,no,no,
40224,no,267,yes,no,
40225,no,5550,yes,no,
40226,no,0,yes,yes,
40227,no,102,yes,no,
40228,no,846,yes,no,
40229,no,29,yes,no,
40230,no,2737,yes,no,
40231,no,714,yes,yes,
40232,no,72,yes,no,
40233,no,581,yes,no,
40234,no,374,yes,no,
40235,no,328,yes,no,
40236,no,528,yes,no,
40237,no,540,no,yes,
40238,no,426,yes,no,
40239,no,2194,no,no,
40240,no,12392,yes,no,
40241,no,97,yes,no,
40242,no,-1112,yes,no,
40243,no,410,yes,no,
40244,no,2191,yes,no,
40245,no,-70,yes,no,
40246,no,471,yes,no,
40247,no,96,yes,no,
40248,no,8,yes,yes,
40249,no,0,yes,no,
40250,no,408,yes,no,
40251,no,265,yes,no,
40252,no,9618,yes,no,
40253,no,1572,no,no,
40254,no,642,yes,no,
40255,no,33,yes,no,
40256,no,-289,yes,no,
40257,no,3777,yes,no,
40258,no,794,yes,no,
40259,no,-308,yes,no,
40260,no,577,yes,no,
40261,no,249,yes,no,
40262,no,94,yes,no,
40263,no,54,yes,no,
40264,no,1328,yes,no,
40265,no,-336,yes,no,
40266,no,712,yes,yes,
40267,no,305,yes,no,
40268,no,234,yes,no,
40269,no,93,yes,yes,
40270,no,8040,yes,no,
40271,no,0,yes,no,
40272,no,6150,yes,no,
40273,no,210,yes,no,
40274,no,5461,yes,no,
40275,no,1550,yes,yes,
40276,no,-54,yes,yes,
40277,no,2409,yes,no,
40278,no,640,yes,no,
40279,no,0,yes,no,
40280,no,3,yes,no,
40281,no,550,yes,no,
40282,no,-978,yes,no,
40283,no,507,yes,no,
40284,no,4152,yes,no,
40285,no,-491,yes,yes,
40286,no,707,yes,no,
40287,no,330,yes,no,
40288,no,25,yes,no,
40289,no,1103,yes,no,
40290,no,-193,yes,no,
40291,no,654,yes,no,
40292,no,47,yes,no,
40293,no,3821,yes,no,
40294,no,222,yes,no,
40295,no,445,yes,no,
40296,no,3067,yes,no,
40297,no,41,yes,no,
40298,no,1264,yes,no,
40299,no,84,yes,no,
40300,no,271,yes,no,
40301,no,2268,yes,no,
40302,no,-302,yes,no,
40303,no,409,yes,no,
40304,no,168,yes,yes,
40305,no,3778,yes,no,
40306,no,143,yes,no,
40307,no,9,yes,no,
40308,no,1162,yes,no,
40309,no,-664,yes,yes,
40310,no,809,yes,no,
40311,no,232,yes,no,
40312,no,107,yes,no,
40313,no,39,no,no,
40314,no,0,yes,no,
40315,no,324,yes,no,
40316,no,1203,yes,yes,
40317,no,69,yes,no,
40318,no,104,yes,no,
40319,no,2040,yes,no,
40320,no,68,yes,yes,
40321,no,17,yes,no,
40322,no,-122,yes,yes,
40323,no,-607,yes,no,
40324,no,113,yes,no,
40325,no,358,yes,no,
40326,no,635,yes,no,
40327,no,38,yes,yes,
40328,no,655,yes,no,
40329,no,21,yes,no,
40330,no,0,yes,no,
40331,no,1279,yes,no,
40332,no,142,yes,no,
40333,no,994,yes,no,
40334,no,0,yes,no,
40335,no,342,yes,no,
40336,no,108,yes,yes,
40337,no,335,yes,no,
40338,no,205,no,no,
40339,no,298,yes,no,
40340,no,878,yes,no,
40341,no,106,yes,no,
40342,no,-7,yes,no,
40343,no,182,yes,no,
40344,no,-38,yes,no,
40345,no,668,yes,yes,
40346,no,4908,no,yes,
40347,no,830,yes,no,
40348,no,0,yes,yes,
40349,no,639,yes,no,
40350,no,4406,yes,no,
40351,no,121,yes,yes,
40352,no,1510,yes,no,
40353,no,4837,yes,no,
40354,no,6831,no,no,
40355,no,1204,yes,yes,
40356,no,3332,yes,yes,
40357,no,597,yes,no,
40358,no,1354,yes,no,
40359,no,4976,yes,no,
40360,no,1768,yes,no,
40361,no,-255,yes,no,
40362,no,181,yes,no,
40363,no,-446,no,no,
40364,no,30,yes,no,
40365,no,83,no,no,
40366,no,78,yes,no,
40367,no,897,yes,no,
40368,no,1501,yes,no,
40369,no,2,yes,yes,
40370,no,396,yes,no,
40371,no,89,yes,no,
40372,no,1417,yes,no,
40373,no,186,yes,no,
40374,no,385,yes,no,
40375,no,934,yes,yes,
40376,no,5,yes,no,
40377,no,130,yes,no,
40378,no,65,yes,no,
40379,no,1149,yes,no,
40380,no,1398,no,no,
40381,no,22546,yes,no,
40382,no,1140,yes,no,
40383,no,3269,yes,yes,
40384,no,674,yes,no,
40385,no,2583,yes,no,
40386,no,568,yes,no,
40387,no,1284,yes,no,
40388,no,528,yes,no,
40389,no,2226,yes,no,
40390,no,183,yes,no,
40391,no,903,yes,no,
40392,no,131,yes,no,
40393,no,822,yes,no,
40394,no,-224,yes,no,
40395,no,126,no,no,
40396,no,348,yes,no,
40397,no,175,yes,no,
40398,no,20,yes,no,
40399,no,120,yes,no,
40400,no,2836,yes,no,
40401,yes,0,yes,no,
40402,no,325,yes,no,
40403,no,0,yes,no,
40404,no,206,yes,no,
40405,no,466,yes,no,
40406,no,411,no,no,
40407,no,130,yes,no,
40408,no,244,yes,no,
40409,no,1437,yes,no,
40410,no,437,yes,no,
40411,no,1615,yes,no,
40412,no,-205,yes,yes,
40413,no,276,yes,no,
40414,no,1521,yes,no,
40415,no,529,yes,no,
40416,no,3944,yes,no,
40417,no,469,yes,no,
40418,no,1712,yes,no,
40419,no,-269,yes,yes,
40420,no,2946,yes,no,
40421,no,203,yes,no,
40422,no,223,yes,yes,
40423,no,3344,yes,no,
40424,no,1028,yes,yes,
40425,no,1336,yes,yes,
40426,no,257,yes,no,
40427,no,283,yes,no,
40428,no,619,yes,yes,
40429,no,3988,yes,yes,
40430,no,100,yes,no,
40431,no,-182,yes,yes,
40432,no,54,yes,no,
40433,no,241,yes,no,
40434,no,2139,yes,no,
40435,no,149,yes,no,
40436,no,179,yes,no,
40437,no,1733,yes,no,
40438,no,2361,no,no,
40439,no,133,yes,no,
40440,no,62,yes,no,
40441,no,982,yes,no,
40442,no,159,yes,yes,
40443,no,13711,yes,no,
40444,no,2071,no,no,
40445,no,523,yes,no,
40446,no,2216,yes,yes,
40447,no,-454,yes,no,
40448,no,-133,yes,no,
40449,no,-204,yes,no,
40450,no,6145,yes,no,
40451,no,0,yes,yes,
40452,no,-566,yes,no,
40453,no,49,yes,no,
40454,no,1233,yes,no,
40455,no,1270,yes,no,
40456,no,84,yes,yes,
40457,no,25,yes,no,
40458,no,1006,yes,no,
40459,no,934,yes,no,
40460,no,2048,no,yes,
40461,no,125,yes,no,
40462,no,328,yes,no,
40463,no,170,no,no,
40464,no,833,yes,no,
40465,no,554,yes,no,
40466,no,500,yes,no,
40467,no,22,yes,no,
40468,no,1914,yes,no,
40469,no,1135,yes,no,
40470,no,980,yes,no,
40471,no,217,yes,no,
40472,no,14,yes,no,
40473,no,31,yes,no,
40474,no,438,yes,no,
40475,no,225,yes,no,
40476,no,415,yes,no,
40477,no,242,yes,no,
40478,no,66,yes,no,
40479,no,602,yes,no,
40480,no,532,yes,no,
40481,no,3,yes,no,
40482,no,744,yes,no,
40483,no,307,yes,no,
40484,no,869,yes,no,
40485,no,1769,yes,no,
40486,no,8,yes,no,
40487,no,2999,yes,no,
40488,no,61,yes,no,
40489,no,6182,yes,no,
40490,no,5145,yes,no,
40491,no,688,yes,no,
40492,no,117,yes,no,
40493,no,417,yes,no,
40494,no,592,yes,no,
40495,no,-119,yes,no,
40496,no,0,yes,no,
40497,no,85,no,no,
40498,no,828,yes,no,
40499,no,85,yes,no,
40500,no,919,yes,no,
40501,no,66,yes,no,
40502,no,500,yes,no,
40503,no,17924,yes,no,
40504,no,8180,no,no,
40505,no,20928,no,no,
40506,no,503,yes,no,
40507,no,2436,yes,no,
40508,no,275,yes,no,
40509,no,2431,yes,no,
40510,no,87,yes,no,
40511,no,720,yes,no,
40512,no,0,yes,yes,
40513,no,270,yes,no,
40514,no,253,yes,no,
40515,no,62,yes,no,
40516,no,9,yes,no,
40517,no,341,yes,no,
40518,no,194,yes,no,
40519,no,3863,yes,no,
40520,no,1629,yes,no,
40521,no,640,yes,no,
40522,no,-146,yes,no,
40523,no,4963,yes,no,
40524,no,705,yes,no,
40525,no,35,yes,no,
40526,no,8781,yes,no,
40527,no,373,yes,no,
40528,no,1355,yes,no,
40529,no,3202,yes,no,
40530,no,-70,no,no,
40531,no,6429,yes,yes,
40532,no,816,yes,no,
40533,no,913,yes,no,
40534,no,1211,yes,no,
40535,no,146,yes,no,
40536,no,0,yes,no,
40537,no,-581,yes,no,
40538,no,846,yes,no,
40539,no,-407,yes,no,
40540,no,1139,yes,no,
40541,no,902,yes,no,
40542,no,-504,yes,yes,
40543,no,2260,yes,no,
40544,no,183,yes,no,
40545,no,366,yes,no,
40546,yes,-930,yes,no,
40547,no,1738,yes,no,
40548,no,21,yes,no,
40549,no,233,yes,yes,
40550,no,214,yes,yes,
40551,no,-237,yes,no,
40552,no,22,yes,no,
40553,no,113,yes,no,
40554,no,0,yes,no,
40555,no,21,yes,yes,
40556,no,969,yes,no,
40557,no,963,yes,no,
40558,no,3,no,no,
40559,no,142,yes,no,
40560,no,206,yes,no,
40561,no,785,yes,no,
40562,no,718,yes,no,
40563,no,687,yes,no,
40564,no,1090,yes,no,
40565,no,345,yes,no,
40566,no,38,yes,no,
40567,no,43,yes,no,
40568,no,3705,yes,no,
40569,no,375,yes,no,
40570,no,-271,yes,yes,
40571,no,973,no,no,
40572,no,125,yes,yes,
40573,no,15,yes,yes,
40574,no,397,yes,no,
40575,no,541,yes,no,
40576,no,431,yes,no,
40577,no,1407,yes,no,
40578,no,175,yes,no,
40579,no,2315,yes,yes,
40580,no,1880,no,yes,
40581,no,142,yes,no,
40582,no,214,yes,no,
40583,no,684,yes,no,
40584,no,-97,yes,yes,
40585,no,1351,yes,no,
40586,no,-966,no,yes,
40587,no,231,no,no,
40588,no,1212,yes,no,
40589,no,637,yes,no,
40590,no,625,yes,no,
40591,no,5957,yes,no,
40592,no,580,yes,no,
40593,no,1027,yes,no,
40594,no,0,yes,no,
40595,no,7567,no,no,
40596,no,708,yes,no,
40597,no,198,yes,no,
40598,no,0,yes,no,
40599,no,704,yes,yes,
40600,no,468,yes,no,
40601,no,1934,no,yes,
40602,no,1825,yes,no,
40603,no,22,yes,yes,
40604,no,-103,yes,no,
40605,no,393,yes,no,
40606,no,99,yes,no,
40607,no,716,yes,no,
40608,no,132,yes,no,
40609,no,-206,yes,no,
40610,no,-177,yes,no,
40611,no,4778,yes,no,
40612,no,171,yes,no,
40613,no,-256,yes,yes,
40614,no,1089,yes,no,
40615,no,276,yes,yes,
40616,no,273,yes,no,
40617,no,111,no,no,
40618,no,316,yes,no,
40619,no,1295,yes,no,
40620,no,538,yes,no,
40621,no,275,yes,no,
40622,no,300,yes,no,
40623,no,-220,yes,no,
40624,no,811,yes,no,
40625,no,1105,yes,no,
40626,no,177,yes,no,
40627,no,245,yes,no,
40628,no,3,yes,no,
40629,no,1761,yes,yes,
40630,no,262,yes,no,
40631,no,2,yes,no,
40632,no,141,yes,no,
40633,no,60,yes,no,
40634,no,-149,yes,no,
40635,no,608,yes,no,
40636,no,28318,yes,no,
40637,no,-107,yes,no,
40638,no,287,yes,no,
40639,no,23,yes,no,
40640,no,75,yes,no,
40641,no,1048,yes,no,
40642,no,0,yes,yes,
40643,no,1272,yes,no,
40644,no,1342,yes,yes,
40645,no,261,yes,no,
40646,no,456,no,no,
40647,no,1354,yes,no,
40648,no,2755,yes,no,
40649,no,-448,yes,no,
40650,no,533,yes,no,
40651,no,2246,yes,no,
40652,no,482,yes,no,
40653,no,-254,yes,no,
40654,no,312,yes,no,
40655,no,237,yes,no,
40656,no,0,no,no,
40657,no,422,yes,no,
40658,no,1179,yes,no,
40659,no,0,yes,no,
40660,no,700,yes,no,
40661,no,96,yes,no,
40662,no,1003,yes,no,
40663,no,864,yes,yes,
40664,no,65,yes,no,
40665,no,249,yes,no,
40666,no,779,yes,no,
40667,no,58,yes,no,
40668,no,221,yes,no,
40669,no,-330,yes,yes,
40670,no,774,yes,yes,
40671,no,87,yes,no,
40672,no,1074,yes,no,
40673,no,28,yes,no,
40674,no,536,yes,no,
40675,no,604,yes,no,
40676,no,2719,yes,no,
40677,no,213,yes,no,
40678,no,4,yes,no,
40679,no,89,yes,no,
40680,no,650,yes,no,
40681,no,-256,yes,yes,
40682,no,190,yes,no,
40683,no,0,yes,no,
40684,no,-100,yes,no,
40685,no,938,yes,no,
40686,no,2682,yes,no,
40687,no,478,yes,no,
40688,no,2996,yes,no,
40689,no,881,yes,no,
40690,no,130,yes,no,
40691,no,-236,yes,no,
40692,no,111,yes,no,
40693,no,15,no,no,
40694,no,1126,yes,no,
40695,no,-42,yes,no,
40696,no,1235,yes,yes,
40697,no,62,yes,no,
40698,no,687,yes,no,
40699,no,-312,yes,yes,
40700,no,335,yes,no,
40701,no,248,yes,no,
40702,no,133,yes,no,
40703,no,4527,yes,no,
40704,no,8821,yes,no,
40705,no,519,yes,yes,
40706,no,-449,yes,no,
40707,no,1563,yes,no,
40708,no,2567,yes,no,
40709,no,7863,yes,no,
40710,no,1222,yes,no,
40711,no,216,yes,no,
40712,no,336,yes,no,
40713,no,-473,yes,no,
40714,no,633,yes,no,
40715,no,1545,yes,no,
40716,no,500,no,no,
40717,no,499,yes,no,
40718,no,1145,yes,no,
40719,no,-79,no,no,
40720,no,48,yes,no,
40721,no,1287,yes,no,
40722,no,1049,yes,no,
40723,no,6089,yes,no,
40724,no,1002,yes,no,
40725,no,-976,yes,yes,
40726,no,109,yes,no,
40727,no,583,yes,no,
40728,no,332,no,no,
40729,no,3309,yes,no,
40730,no,384,yes,no,
40731,no,222,yes,no,
40732,no,-42,yes,no,
40733,no,427,yes,yes,
40734,no,-267,yes,no,
40735,no,318,yes,no,
40736,no,169,yes,no,
40737,no,126,no,no,
40738,no,0,yes,yes,
40739,no,2447,yes,no,
40740,no,248,yes,no,
40741,no,891,yes,no,
40742,no,333,yes,no,
40743,no,105,yes,no,
40744,no,246,no,no,
40745,no,1253,yes,no,
40746,no,-388,yes,no,
40747,no,887,no,no,
40748,no,561,yes,no,
40749,no,2258,yes,no,
40750,no,569,yes,no,
40751,no,626,yes,no,
40752,no,739,yes,no,
40753,no,1331,yes,yes,
40754,no,573,yes,no,
40755,no,953,yes,no,
40756,no,183,yes,yes,
40757,no,0,yes,no,
40758,no,177,yes,no,
40759,no,398,yes,no,
40760,no,315,yes,yes,
40761,no,451,yes,no,
40762,no,42,yes,no,
40763,no,11177,yes,no,
40764,no,2147,no,no,
40765,no,8548,yes,no,
40766,no,479,yes,no,
40767,no,136,yes,no,
40768,no,1407,yes,no,
40769,no,114,yes,no,
40770,no,864,yes,no,
40771,no,4608,yes,no,
40772,no,1039,yes,no,
40773,no,1863,yes,yes,
40774,no,150,yes,no,
40775,no,5788,no,no,
40776,no,5845,no,no,
40777,no,43,yes,no,
40778,no,2432,yes,no,
40779,yes,-575,yes,no,
40780,no,769,yes,yes,
40781,no,7708,yes,no,
40782,no,18,yes,no,
40783,no,-11,yes,no,
40784,no,70,yes,yes,
40785,no,1377,yes,no,
40786,no,281,yes,no,
40787,no,405,yes,no,
40788,no,886,yes,yes,
40789,no,991,yes,no,
40790,no,64,yes,no,
40791,no,1587,yes,yes,
40792,no,354,yes,no,
40793,no,-169,yes,no,
40794,no,124,yes,yes,
40795,no,814,yes,no,
40796,no,466,yes,yes,
40797,no,196,yes,no,
40798,no,309,yes,no,
40799,no,1717,yes,no,
40800,no,229,yes,no,
40801,no,608,no,no,
40802,no,-296,yes,no,
40803,no,2542,yes,no,
40804,no,664,no,yes,
40805,no,24,yes,no,
40806,no,2412,yes,no,
40807,no,93,yes,no,
40808,no,293,yes,no,
40809,no,2079,yes,yes,
40810,no,275,yes,no,
40811,no,218,yes,no,
40812,no,1731,yes,yes,
40813,no,392,yes,no,
40814,no,806,yes,no,
40815,no,8536,yes,yes,
40816,no,1287,yes,no,
40817,no,275,yes,no,
40818,no,338,yes,no,
40819,no,1041,yes,no,
40820,no,100,yes,no,
40821,no,792,yes,no,
40822,no,30,no,no,
40823,no,233,yes,no,
40824,no,-497,yes,no,
40825,no,581,yes,no,
40826,no,378,yes,no,
40827,no,1,yes,yes,
40828,no,-258,yes,no,
40829,no,765,yes,no,
40830,no,200,yes,no,
40831,no,-166,no,no,
40832,no,-143,yes,no,
40833,no,259,yes,no,
40834,no,54,yes,no,
40835,no,-133,yes,no,
40836,no,676,yes,yes,
40837,no,-135,yes,no,
40838,no,862,yes,no,
40839,no,79,yes,no,
40840,no,2212,yes,no,
40841,no,5795,yes,no,
40842,no,315,yes,no,
40843,no,6095,yes,yes,
40844,no,736,yes,no,
40845,no,309,yes,no,
40846,no,650,yes,no,
40847,no,916,yes,no,
40848,no,124,yes,no,
40849,no,-219,yes,no,
40850,no,1257,yes,no,
40851,no,303,yes,no,
40852,no,622,yes,no,
40853,no,24598,yes,no,
40854,no,681,yes,no,
40855,no,685,yes,no,
40856,no,-418,yes,yes,
40857,no,-531,no,no,
40858,no,783,yes,yes,
40859,no,1038,yes,no,
